Date,SL20_Synthetic,MA_5,MA_20,Volatility_20
3/9/2018,1024.9212452265222,1021.8439321119943,1028.4198293592228,5.656672842190829
3/12/2018,1027.1737094756427,1022.1826621507425,1028.2800354638607,5.650902226038683
3/13/2018,1027.9224480235691,1023.2839831424465,1028.1776784958945,5.637211738501424
3/14/2018,1019.7668600260835,1023.9078795162817,1027.8235483220044,5.939406829213291
3/15/2018,1010.617861031992,1022.0804247567619,1027.2648591740601,6.972365189
3/16/2018,1008.0745799324959,1018.7110916979567,1026.2117998898912,8.163627610489213
3/19/2018,1005.6484970073271,1014.4060492042936,1024.8744222061734,9.219785320306546
3/20/2018,1004.1382491204351,1009.6492094236668,1023.2495921014018,9.878110068707377
3/21/2018,1003.513716355876,1006.3985806896253,1021.4308029201109,10.001111747461598
3/22/2018,1004.7623999966775,1005.2274884825623,1019.9400824117465,10.159246978933204
3/23/2018,1007.7079858642164,1005.1541696689064,1018.7567068319397,10.135512340688724
3/26/2018,1008.9257586261429,1005.8096219926696,1017.668844067229,9.954066695307159
3/27/2018,1007.1620030320403,1006.4143727749906,1016.404612761088,9.576920151708578
3/28/2018,1009.1315557639405,1007.5379406566035,1015.4971052830854,9.349206021
3/29/2018,1009.0994867743897,1008.4053580121459,1014.5879943556052,9.021227837280335
3/30/2018,1009.0994867743897,1008.6836581941807,1013.5982129182596,8.435841878228866
4/2/2018,1010.6141790710532,1009.0213422831627,1012.854918907717,7.9762199230787125
4/3/2018,1008.9126124676516,1009.3714641702849,1012.1797573778471,7.690716373660915
4/4/2018,1010.7995313394154,1009.7050592853799,1011.8873650369727,7.622787069160568
4/5/2018,1015.7036208402848,1011.0258860985589,1011.6847893375073,7.454677231531106
4/6/2018,1015.8166684138113,1012.3693224264432,1011.2295604968716,6.857942127091898
4/9/2018,1013.4093198785977,1012.9283505879521,1010.5413410170195,5.7795400354604505
4/10/2018,1021.5136595075173,1015.4485599959253,1010.220901591217,4.871473575720575
4/11/2018,1022.7932800486228,1017.8473097377668,1010.3722225923439,5.2182637660449425
4/12/2018,1032.0134508408685,1021.1092757378835,1011.4420020827877,7.11843092
4/13/2018,1032.0134508408685,1024.348632223295,1012.6389456282064,8.416652077425587
4/16/2018,1036.0403118682434,1028.8748306212242,1014.158536371252,9.729323720502684
4/17/2018,1037.8983463616908,1032.1517679920587,1015.846541233315,10.772089360483678
4/18/2018,1039.007193725209,1035.394550727376,1017.6212151017814,11.530390467252834
4/19/2018,1035.172305537394,1036.026321666681,1019.1417103788174,11.748463984800654
4/20/2018,1035.172305537394,1036.6580926059862,1020.5149263624762,11.945131569736201
4/23/2018,1034.629821695049,1036.3759945713473,1021.8001295159216,12.01517399103918
4/24/2018,1038.1390424116132,1036.4241337813319,1023.3489814849003,12.025477764625702
4/25/2018,1038.1619717929734,1036.2550893948849,1024.800502286352,11.970976807696513
4/26/2018,1035.2658583449195,1036.2738,1026.1088208648785,11.588445398088519
4/27/2018,1037.0990680350699,1036.659152455925,1027.5087999279124,11.106703824993675
4/30/2018,1037.0990680350699,1037.1530017239293,1028.833044376113,10.551355833468113
5/1/2018,1034.539629319264,1036.4331191054594,1030.1143952186937,9.509539236230845
5/2/2018,1034.0746541521244,1035.6156555772895,1031.2781513593293,8.378319484398238
5/3/2018,1035.4122697822347,1035.6449378647526,1032.2635838064268,7.5701348884610535
5/4/2018,1032.9841712095101,1034.8219584996407,1033.1219589462116,6.505519781903543
5/7/2018,1032.9841712095101,1033.9989791345286,1034.1007015127575,4.567540344885775
5/8/2018,1031.4530744150159,1033.3816681536791,1034.5976722581322,3.554261901412943
5/9/2018,1029.2203366066706,1032.4108046445883,1034.9190250860345,2.590767881347483
5/10/2018,1030.7920916424948,1031.4867690166402,1034.857957126116,2.675858132146096
5/11/2018,1031.438742628301,1031.1776833003985,1034.8292217154874,2.710869111197518
5/14/2018,1022.4001550596822,1029.0608800704329,1034.1472138750596,3.861685479514047
5/15/2018,1023.9297627881556,1027.5562177450606,1033.4487846963827,4.3764256356287525
5/16/2018,1026.1272320008693,1026.9375968239005,1032.8047866101658,4.462259740134073
5/17/2018,1024.357625439738,1025.6507035833492,1032.264052605283,4.802548657073846
5/18/2018,1031.9931322713392,1025.7615815119568,1032.1050939419802,4.753586480061831
5/21/2018,1029.0525693128156,1027.0920643625836,1031.8262313228686,4.761266269115307
5/22/2018,1027.968402320817,1027.899792269116,1031.3176993183288,4.591655119527341
5/23/2018,1028.4058478883958,1028.355515446621,1030.8298931230997,4.337464414279614
5/24/2018,1028.338398250584,1029.1516700087902,1030.483520118383,4.240088302459012
5/25/2018,1031.769925934275,1029.1070287413775,1030.2170630133435,3.9607150161834688
5/28/2018,1030.6991128115826,1029.436337441131,1029.8970652521689,3.619249797917441
5/29/2018,1030.6991128115826,1029.982479539284,1029.7050394267849,3.4582686093429853
5/30/2018,1024.318714776959,1029.1650529169967,1029.2172424580265,3.4973136792009494
5/31/2018,1016.7035888676685,1026.8380910404135,1028.2818084122982,4.1871060348686555
6/1/2018,1018.2985678635847,1024.1438194262755,1027.547528245002,4.587596611
6/4/2018,1017.5875847463856,1021.5215138132362,1026.777698921846,4.907917635010426
6/5/2018,1019.8170238161935,1019.3450960141583,1026.1958963919049,5.013074657838924
6/6/2018,1018.5720093560051,1018.1957549299674,1025.6634800293716,5.235478685387888
6/7/2018,1015.7372027316161,1018.0024777027571,1024.9107355838275,5.533107740756562
6/8/2018,1014.399273597319,1017.2226188495039,1024.0587621322784,5.781318034131932
6/11/2018,1015.3959377088833,1016.7842894420035,1023.7085512647385,6.090932529753778
6/12/2018,1011.4685633820144,1015.1145973551675,1023.0854912944312,6.676329029360664
6/13/2018,1008.6369288582877,1013.1275812556241,1022.2109761373024,7.366736232275021
6/14/2018,1006.8658512092657,1011.353310951154,1021.3363874257788,8.100272572234065
6/15/2018,1006.8658512092657,1009.8466264735432,1020.0800233726752,8.306418235496096
6/18/2018,1002.4076910266668,1007.2489771370999,1018.7477794583676,8.906657377349193
6/19/2018,994.7619236724983,1003.9076491951968,1017.0874555259518,10.11098997628504
6/20/2018,983.2427282517242,998.8288090738843,1014.8292995441182,12.26416353605076
6/21/2018,984.6608248388685,994.3878037998047,1012.6454208735324,13.553090606485227
6/22/2018,981.3791081887999,989.2904551957115,1010.1258799862586,14.463953241716256
6/25/2018,980.3043499038822,984.8697869711547,1007.6061418408735,15.068260587171864
6/26/2018,973.7005279005574,980.6575078167665,1004.7562125953222,15.841086618195334
6/27/2018,973.7005279005574,978.7490677465332,1002.2253032515022,16.577591879242078
6/28/2018,971.8822019108924,976.1933432,999.9842339036635,17.52013834649519
6/29/2018,970.1358673,973.9446949906447,997.5760988773509,18.168332162989465
7/2/2018,958.4304544,969.5699158858481,994.6182423590266,19.505223579560237
7/3/2018,946.6785133014953,964.1655129660355,990.9613168332914,21.30529726574316
7/4/2018,941.5239620383242,957.7301998,987.1089144674075,22.95221554243121
7/5/2018,951.8948998310148,953.7327393776134,983.9167993223775,23.19929187180301
7/6/2018,956.5008394275376,951.0057337956541,981.0218776138884,22.80440620948449
7/9/2018,953.4954319757229,950.0187293,977.9268523272303,22.082767132494716
7/10/2018,955.3704842721528,951.7571235089505,975.1219483717374,21.140777652995435
7/11/2018,960.8970846587473,955.631748,972.7349561617602,19.810756395299176
7/12/2018,963.0159721633065,957.8559624994934,970.5424622094622,18.195221131883883
7/13/2018,969.3393337095125,960.4236613558885,968.6661363344747,16.062218373854318
7/16/2018,964.2193355333808,962.5684421,966.7567185598103,13.974160971428628
7/17/2018,972.8142700393978,966.0571992,965.6593358781554,12.436329979405977
7/18/2018,970.6301692,968.0038161374084,965.0287079276416,11.801345660336407
7/19/2018,975.6305852433436,970.5267387534159,964.5771959478652,11.166363860280878
7/20/2018,978.7989871859668,972.4186694487067,964.4481898977234,10.975302885623071
7/23/2018,975.4220263503115,974.6592076120929,964.2040737,10.653646811687253
7/24/2018,976.7614029068865,975.4486341855907,964.3571174703615,10.817965184405594
7/25/2018,971.0118063100916,975.5249616,964.2226814,10.71192927678542
7/26/2018,968.6877311,974.1363907641417,964.0629578,10.615086903988198
7/27/2018,968.6877311,972.1141395404387,963.9905510351721,10.576350908712001
7/30/2018,964.2386033739972,969.8774549451758,964.2809584848768,10.495073776100337
7/31/2018,965.1184861897384,967.5488716017462,965.2029571292891,9.642664634912633
8/1/2018,961.7472783209762,965.6959660039231,966.2141229434217,7.93870076
8/2/2018,963.6183364780712,964.6820870860471,966.8002947757744,7.226640895039636
8/3/2018,964.2377630269344,963.7920934779435,967.1871409557443,6.843195710245303
8/6/2018,960.5319801645479,963.0507688360536,967.5389683651856,6.258088840970359
8/7/2018,956.2293663925253,961.2729449,967.5819124712043,6.172554067554769
8/8/2018,957.2282583960392,960.3691408916236,967.3984711580688,6.430790514308705
8/9/2018,960.2129102329824,959.6880556426058,967.2583180615527,6.560565591388505
8/10/2018,963.0063385131908,959.4417707,966.9416683017365,6.607502750040644
8/13/2018,958.5161449712849,959.0386037012046,966.6565087736317,6.849797491455433
8/14/2018,948.9243607556444,957.5776025738284,965.4620133,7.74409605
8/15/2018,950.2902070247942,956.1899922995793,964.4450151986115,8.342149212233053
8/16/2018,949.7060281928207,954.0886159,963.1487873460853,8.524744922629319
8/17/2018,946.2141020683353,950.7301686,961.5195430902038,8.489995095
8/20/2018,941.5028477759259,947.3275091635041,959.8235841614845,8.942458846462051
8/21/2018,940.2726501357071,945.5971670395168,957.9991465229256,9.026748839687052
8/22/2018,940.2726501357071,943.5936556616992,956.4621887142063,9.30708918
8/23/2018,943.9419223593279,942.4408344950007,955.2248982788002,9.240903642102964
8/24/2018,942.9462308119121,941.7872602437161,953.9378232660231,9.057937108667376
8/27/2018,943.5313215799865,942.1929550045281,952.9024591763225,9.001835775261258
8/28/2018,938.2480498826785,941.7880349539224,951.5589373609697,9.087432842167582
8/29/2018,947.0634006558173,943.1461850579444,950.8247434777116,8.809904782157508
8/30/2018,950.0852994516928,944.3748604764174,950.1480916263927,8.279294478567213
8/31/2018,948.8990963538504,945.5654335848052,949.3811582927386,7.586917543564233
9/3/2018,952.5736855693403,947.3739063826758,948.9832435629781,7.168460591536485
9/4/2018,951.8300287,950.0903021448387,948.7632766780265,6.999924430812914
9/5/2018,951.0014358629982,950.8779091862747,948.4519355513745,6.7371502401660335
9/6/2018,952.1444310135341,951.2897354986429,948.0485115904019,6.217351158964721
9/7/2018,952.0993625499285,951.9297887378586,947.5031627922388,5.237407726883383
9/10/2018,949.4580145073238,951.3066545254553,947.0502562690408,4.586086145996987
9/11/2018,948.3948220412503,950.6196132,947.0237793333212,4.576214854855433
9/12/2018,942.3806748294768,948.8954609883027,946.6283027235552,4.620628461189544
9/13/2018,944.4208504485804,947.3507449,946.3640438363433,4.586351241188374
9/14/2018,936.6556784453485,944.2620080543959,945.8861226551938,5.074805878407621
9/17/2018,935.1314606478317,941.3966972824976,945.5675532987892,5.5428444478846135
9/18/2018,924.2199168,936.5617162249076,944.7649166,7.249466190928724
9/19/2018,923.7803306,932.8416474,943.9403006514806,8.599611388241858
9/20/2018,914.9806102478182,926.9535993332474,942.492235,10.765047706232531
9/21/2018,909.7975132184353,921.5819662878648,940.8347991662313,13.009380501345959
9/24/2018,909.7975132184353,916.5151768019856,939.1481087481536,14.716226336394508
9/25/2018,903.2475172053897,912.3206968924032,937.3980821,16.76708796370553
9/26/2018,909.3577090338696,909.4361725847896,935.5127975331916,17.716076133535847
9/27/2018,911.2702989,908.6941103125021,933.5720475049262,18.156249370464234
9/28/2018,904.8903251817674,907.7126727051684,931.3716089,18.854320466545534
10/1/2018,900.2426919877047,905.8017084590223,928.7550592672402,19.380914891058744
10/2/2018,899.3995230696015,905.0321096318646,926.1335339860456,19.639678920229336
10/3/2018,900.4920641354614,903.2589807,923.6080653996689,19.520751946293096
10/4/2018,906.0322678186102,902.2113744,921.3024572399227,18.677883477611953
10/5/2018,916.6064180359779,904.5545930094711,919.5278100142252,17.22760826617019
10/8/2018,918.5239516348865,908.2108449389074,917.9811068706033,15.721865469929913
10/9/2018,914.7974763080375,911.2904355865946,916.3012395839426,14.00200431949254
10/10/2018,913.8210660126991,913.9562359620422,914.8732591431038,12.587165831507948
10/11/2018,906.1859093654126,913.9869642714027,912.9615120889451,10.611841667511898
10/12/2018,900.4980751512333,910.7652956944537,911.1536319242396,9.370074467847441
10/15/2018,890.2286389520085,905.1062331578781,908.9084908394483,8.676263766296705
10/16/2018,895.5739748386122,901.2615328639931,907.4761937437139,8.374816761410466
10/17/2018,892.2517915,896.9476779522316,905.8997667878115,8.107399701181965
10/18/2018,892.1457400468578,894.1396440885206,904.7580232777636,8.365054620171925
10/19/2018,889.0673492072139,891.8534988997166,903.7215150772024,8.970191707451434
10/22/2018,888.6087596133304,891.5295230319811,902.6620773969473,9.453074984
10/23/2018,889.6501461966773,890.3447573035941,901.9822088465116,9.887725232794496
10/24/2018,889.6501461966773,889.8244282521513,900.9968307046522,10.09386853971045
10/25/2018,884.2989410867435,888.2550684601285,899.6482628146701,10.444691731550323
10/26/2018,897.9325875323455,890.0281161251547,899.3003759321989,10.376552363582238
10/29/2018,913.7767793623096,895.0617200749506,899.9770803009293,10.870780877386348
10/30/2018,917.1953649640694,900.5707638284291,900.8668723956528,11.529378528345662
10/31/2018,913.3442585242335,905.3095862939402,901.5094821150913,11.860794670472705
11/1/2018,944.0562875445639,917.2610555855044,903.4106831,15.201063522375653
11/2/2018,942.1837345147244,926.1112849819801,904.6895489253263,17.300572627485742
11/5/2018,935.0656940914372,930.3690679278058,905.5166360481538,18.35974499047005
11/6/2018,935.0656940914372,933.9431337532793,906.5300469373238,19.42732379773237
11/7/2018,919.2514722338606,935.1245764952046,906.8015672,19.57199735084525
11/8/2018,910.7401818496068,928.4613553562133,907.0292808725917,19.590941927038752
11/9/2018,920.7982213,924.1842527034862,908.0442881775846,19.759897427514073
11/12/2018,921.0839982233008,921.3879135298588,909.5870561411491,19.498517354608346
11/13/2018,920.5037295585836,918.4755206232882,910.8335438771477,19.351844844631138
11/14/2018,911.0313578434062,916.8314977451973,911.7725221966235,18.851927278942274
11/15/2018,918.0627611010124,918.2960135954785,913.0683732493311,18.31490622328096
11/16/2018,912.8639487693811,916.7091590991367,914.2582032274395,17.424965054930738
11/19/2018,913.0277841021652,915.0979162749096,915.4791544518812,16.355852440104233
11/20/2018,913.0277841021652,913.6027271836259,916.6480363471558,15.207875596906888
11/21/2018,915.7426636887834,914.5449883527015,917.9526622217609,13.82637216349976
11/22/2018,915.7426636887834,914.0809688702557,919.5248483518629,11.367262642289534
11/23/2018,911.6030944124753,913.8287979988745,920.2083736958696,10.367618769025668
11/26/2018,913.7381461541904,913.9708704092794,920.2064420354636,10.36888367335705
11/27/2018,918.9475053803465,915.1548146649159,920.2940490562772,10.349487809778715
11/28/2018,918.4697988487774,915.7002416969146,920.5503260725045,10.23112074626845
11/29/2018,919.4280338753931,916.4373157342364,919.3189133890459,8.606125645448936
11/30/2018,919.8955918711459,918.0958152259707,918.2045063,6.727543626634738
12/3/2018,925.7650511420114,920.5011962235349,917.7394741093958,5.751311555321747
12/4/2018,923.4988320213306,921.4114615517317,917.1611310058904,4.321042742729318
12/5/2018,918.9908587856941,921.5156735,917.1481003334823,4.314795711671675
12/6/2018,925.6923569126313,922.7685381465626,917.8957090866334,4.439631936346658
12/7/2018,929.6571800801889,924.7208557883712,918.3386570280884,5.132352842841421
12/10/2018,925.6022247135961,924.6882905026881,918.5645684,5.354199861977403
12/11/2018,919.7602075,923.9405655929928,918.5273922483166,5.342595626543487
12/12/2018,918.9954318776494,923.9414802113837,918.9255959500285,5.042871143768301
12/13/2018,917.3745275349473,922.2779143,918.8911842717255,5.051409829573277
12/14/2018,916.0896622434279,919.5644107684948,919.0524699454278,4.8980059345527796
12/17/2018,919.9481176793635,918.4335893616483,919.3984866242878,4.690020620960705
12/18/2018,914.7971856293854,917.4409849929547,919.4869567006486,4.578894121876713
12/19/2018,913.0751965767132,916.2569379327675,919.3535833450453,4.730051323279285
12/20/2018,909.2067947387989,914.6233913735377,919.0267899,5.195529576
12/21/2018,906.2083336097453,912.6471256468012,918.7570518574096,5.7152769364535905
12/24/2018,911.6578975,910.9890816039776,918.6530394229624,5.8292169088696255
12/25/2018,911.6578975,910.3612239711499,918.2885590272074,6.034131024837013
12/26/2018,910.0048761115218,909.7471598781116,917.8653128903445,6.311259012775255
12/27/2018,910.0133236608544,909.9084656625228,917.3945773796174,6.5356818826875065
12/28/2018,909.3947781925269,910.5457546,916.8695366956865,6.742699658122897
12/31/2018,913.4426108,910.9026972516461,916.2534146799901,6.443427870752036
1/1/2019,913.4426108,911.2596399242132,915.7506036203276,6.237347860797889
1/2/2019,910.3705025696601,911.3327652158407,915.3195858095257,6.2991911139427055
1/3/2019,907.3149895,910.7930983924671,914.4007174410935,6.041562905827027
1/4/2019,908.8174484740558,910.6776324487728,913.3587308607869,4.974713342630512
1/7/2019,900.8068585318558,908.1504819895277,912.1189626,4.851009292807503
1/8/2019,896.1211400911069,904.6861878421329,910.9370091826125,5.697252136456459
1/9/2019,893.4353058760737,901.2991485034157,909.6590029,6.591143964514404
1/10/2019,894.2559897313007,898.6873485408785,908.5030759923515,7.168720617061633
1/11/2019,892.0686466261894,895.3375881713052,907.3020252114896,7.8139695030802905
1/14/2019,896.2476657066279,894.4257496062597,906.1170026128527,7.5890985064705365
1/15/2019,896.2476657066279,894.4510547293639,905.1895266,7.605911502789798
1/16/2019,894.3029731169632,894.6245881775419,904.2509154437273,7.7386975093421695
1/17/2019,897.4196571610579,895.2573216634934,903.6615585648403,7.790074194647799
1/18/2019,898.9387123,896.6313348027895,903.2980775004866,7.834460674075787
1/21/2019,893.7702201388748,896.1358456892389,902.4036936341681,7.850885746450325
1/22/2019,893.0040816128004,895.4871288704735,901.4710028415459,7.801504269200512
1/23/2019,890.5130423439358,894.7291427,900.4964111531665,7.896232394338722
1/24/2019,892.6491001914885,893.7750313219542,899.6281999796984,7.747977961338021
1/25/2019,899.3672160263145,893.8607320626828,899.1268218713876,7.399312022731173
1/28/2019,894.7641331762469,894.0595146701573,898.192898,6.636793426019735
1/29/2019,899.1211263582899,895.2829236,897.4768237653063,5.595797920469238
1/30/2019,894.8245851,896.1452321759352,896.6995278931903,4.722007669550088
1/31/2019,892.7887636486143,896.1731648673606,895.9732165984217,4.076280949290567
2/1/2019,893.8580603235389,895.0713337268055,895.2252471908957,2.7531387836012655
2/4/2019,893.8580603235389,894.8901191562638,894.8778072804798,2.4313329137840594
2/5/2019,894.8097324891469,894.0278403824352,894.8122369,2.413656139330732
2/6/2019,888.1691267949942,892.6967487159666,894.5489279463279,2.824119089
2/7/2019,888.7975582214734,891.8985076305383,894.2760063708365,3.1038180318957065
2/8/2019,890.7341189027555,891.2737193463818,894.2092799846648,3.1674622309825993
2/11/2019,892.5417759165208,891.0104624649781,894.0239854951596,3.1502915088028094
2/12/2019,892.2878354,890.5060830428225,893.8259939787465,3.1275334652757945
2/13/2019,892.7613386326702,891.4245254103578,893.7489122545319,3.134149729532569
2/14/2019,896.8841343,893.0418406,893.7221361124344,3.103274213210456
2/15/2019,890.4549738454392,892.9860116184216,893.2979491885729,2.9275362103860023
2/18/2019,891.1192259880544,892.7015016327283,893.1653995,2.9648049854558094
2/19/2019,891.1192259880544,892.4677797546653,893.0711566997945,2.9999515075583285
2/20/2019,886.7765885134279,891.2708297308169,892.8843340082692,3.2716811800993453
2/21/2019,877.3040006093339,887.3548029888619,892.1170790291613,4.780948523782842
2/22/2019,879.1718523199074,885.0981786837556,891.1073108438411,5.276131354201073
2/25/2019,877.3119833212538,882.3367301503955,890.2347033510914,6.028980512689672
2/26/2019,882.2534502549644,880.5635750037775,889.3913195459252,5.898837872570735
2/27/2019,877.2931670903024,878.6668907191524,888.5147486440734,6.335392912
2/28/2019,877.8050394503814,878.7670984873619,887.7655624341618,6.679946150682533
3/1/2019,869.2916525913047,876.7910585416414,886.5372420475502,7.683897468598943
3/4/2019,869.2916525913047,875.1869923956514,885.3089216609384,8.383705630475237
3/5/2019,869.1711549557072,872.5705333358001,884.0269927842662,8.804123306762333
3/6/2019,868.7208350816717,870.8560669340739,883.0545781986002,9.377881434351435
3/7/2019,869.8172452815088,869.2585081002993,882.1055625516021,9.720247703655787
3/8/2019,863.4367940347593,868.0875363889903,880.7406963082021,10.341522917908657
3/11/2019,858.0580940960077,865.8408247,879.0165122171766,11.116070814178297
3/12/2019,847.7684930905423,861.5602923168979,876.7905451027852,12.667791037391284
3/13/2019,842.9605929050928,856.4082438815822,874.3005078164064,14.168867598673076
3/14/2019,847.7319080551855,851.9911764363175,871.8428965032102,14.30762147187926
3/15/2019,843.4175372211812,847.9873250736018,869.4910246719971,14.939207011610202
3/18/2019,841.6155759524042,844.6988214448811,867.0158421702147,15.264594737301698
3/19/2019,837.9230787,842.7297385762264,864.3560348081755,15.476762658625761
3/20/2019,837.9230787,841.7222357446614,861.9133593198674,15.60661150767975
3/21/2019,837.2577261890217,839.6273993714287,859.9110455988518,16.08955747210552
3/22/2019,832.513241,837.4465401216208,857.5781150314637,16.526554478184813
3/25/2019,827.5042852564877,834.6242819824374,855.0877301282253,17.13780431157896
3/26/2019,824.8685857414367,832.0133833812712,852.2184869025489,17.154026072648165
3/27/2019,824.0136378545595,829.2314952027297,849.5545104407618,17.192088313559267
3/28/2019,828.1286037582273,827.4056707165706,847.0706886561541,16.469077540611007
3/29/2019,827.1329238563177,826.3296072934057,844.9627522194047,16.17056307
4/1/2019,828.6323426758114,826.5552187772706,842.9297867236301,15.492583965661654
4/2/2019,830.4118571353894,827.6638730560611,840.9918218326142,14.424682787421203
4/3/2019,830.9468999,829.0505254663385,839.1031250738279,13.006105385447736
4/4/2019,845.5449972207294,832.5338042,837.8895127,10.960935908894447
4/5/2019,841.2631567861014,835.3598507447957,836.7808308083561,9.224779512595482
4/8/2019,835.1424694962809,836.6618761088896,835.6350495783697,7.747803037673322
4/9/2019,836.8243931468837,837.9443833111885,835.0878445811868,7.213824472143473
4/10/2019,836.9210559679414,839.1392145235874,834.7858677343293,6.9898524353040985
4/11/2019,834.1427819032041,836.8587714600823,834.1064114267301,6.290691059843034
4/12/2019,834.1427819032041,835.4346964835029,833.6426736608313,5.897752877773429
4/15/2019,834.1427819032041,835.2347589648874,833.2690339583712,5.595002920353018
4/16/2019,838.7915966348203,835.6281996624748,833.3124598527489,5.636245229007193
4/17/2019,838.5157791352867,835.9471442959439,833.3420948721498,5.663256946626056
4/18/2019,837.6173247484044,836.6420529,833.3600748001188,5.676897141534155
4/19/2019,837.6173247484044,837.3369614340239,833.6152789889322,5.751066390751716
4/22/2019,837.6173247484044,838.0318700030641,834.120931,5.628774642105366
4/23/2019,806.6506558182182,831.6036818397437,833.2100345,8.125316030700477
4/24/2019,809.4048895400773,825.7815039207017,832.4795970516428,9.530656600122663
4/25/2019,805.4386488139749,819.3457687338159,831.3450993044302,11.267967933235342
4/26/2019,807.1315914795697,813.2486220800489,830.3450327,12.483512916265017
4/29/2019,808.0023867586037,807.3256344820887,829.3135348897324,13.447567899403701
4/30/2019,813.2170431921692,808.638912,828.4537941925715,13.915179552635552
5/1/2019,813.2170431921692,809.4013426872973,827.5673013568825,14.307226425196946
5/2/2019,813.5819015,811.0299932202681,825.9691465697875,13.974694645681787
5/3/2019,812.3259771885772,812.0688703620697,824.5222875899113,13.80486379291067
5/6/2019,808.7502665845379,812.2184463272565,823.2026774443242,13.996337841732272
5/7/2019,803.3825830519298,810.2515542992087,821.5305869395764,14.278101113130548
5/8/2019,799.3266620602881,807.4734780728324,819.6508672441938,14.615961133036976
5/9/2019,794.5623524,803.6695682657506,817.6718457712046,15.21769666093413
5/10/2019,789.4700452943296,799.0983819,815.4382089,15.934495326486363
5/13/2019,787.1297845880617,794.7742854876058,813.0875590750038,16.488033026671758
5/14/2019,772.6449543351847,788.6267597442568,809.780227,17.653667049462747
5/15/2019,768.4014728954218,782.4417219112836,806.2745116480287,18.58416951929868
5/16/2019,781.0323664535448,779.7357247133084,803.4452637332857,17.854318161797426
5/17/2019,777.0772863234943,777.2571729191416,800.4182618120402,16.860171893780393
5/20/2019,777.0772863234943,775.2466732662281,797.3912598907948,15.181045262981536
5/21/2019,783.6612756370797,777.4499375266071,796.2417908817378,15.31282408012439
5/22/2019,778.5118758446555,779.4720181164537,794.6971401969668,15.472442142218137
5/23/2019,777.4267637534573,778.7508975764363,793.2965459439408,15.71486969475662
5/24/2019,776.5261009,778.6406604893173,791.7662714143573,15.786719936351567
5/27/2019,775.5758794458902,778.3403791137965,790.1449460487217,15.69635128976579
5/28/2019,775.2431269284308,776.6567493720668,788.2462502355347,15.041652805144386
5/29/2019,780.5941480216425,777.0732038074642,786.6151054770085,13.918137666639195
5/30/2019,781.0604842103894,777.7999478988506,784.9890346135865,12.420992772842519
5/31/2019,777.5420956,778.0031468,783.2498405337348,10.709053519283845
6/3/2019,776.7137691978062,778.2307247899622,781.6480156643981,8.944637793243377
6/4/2019,775.1255473,778.2072089,780.2351638764106,7.435167256253935
6/5/2019,775.1255473,777.1134887168195,779.0251081380053,5.994254755367707
6/6/2019,776.060119,776.1134156819749,778.0999964676425,4.773607700502756
